Gene Symbol,Gene ID,Interaction Count,Organism Count
GNAI2,2771,1,1
GNAI3,2773,1,1
GNAO1,2775,1,1
GNG4,2786,1,1
GNL1,2794,1,1
GNMT,27232,1,1
GNPTAB,79158,1,1
GOLGA3,2802,1,1
GOLGA8A,23015,1,1
GOLIM4,27333,1,1
GOLT1A,127845,1,1
GPAA1,8733,1,1
GPANK1,7918,1,1
GPATCH2L,55668,1,1
GPC1,2817,1,1
GPC6,10082,1,1
GPD1L,23171,1,1
GPHA2,170589,1,1
GPKOW,27238,1,1
GPN1,11321,1,1
GPNMB,10457,1,1
GPR146,115330,1,1
GPR160,26996,1,1
GPR173,54328,1,1
GPR174,84636,1,1
GPR19,2842,1,1
GPR4,2828,1,1
GPR63,81491,1,1
GPRC5A,9052,1,1
GPRC5C,55890,1,1
GPSM2,29899,1,1
GPT2,84706,1,1
GPX4,2879,1,1
GPX6,257202,1,1
GPX8,493869,1,1
GRB10,2887,1,1
GRIA3,2892,1,1
GRPEL1,80273,1,1
GSDMB,55876,1,1
GSDME,1687,1,1
GSE1,23199,1,1
GSK3A,2931,1,1
GSKIP,51527,1,1
GSN,2934,1,1
GSS,2937,1,1
GSTM2,2946,1,1
GSTM3,2947,1,1
GSTM4,2948,1,1
GSTM6,14867,1,1
GSTO2,119391,1,1
GSTS2,692543,1,1
GSTT1L,769847,1,1
GSTT2,2953,1,1
GTF2E2,2961,1,1
GTF2H1,2965,1,1
GTF2H4,2968,1,1
GTF2H5,404672,1,1
GTPBP8,29083,1,1
GUCA1B,2979,1,1
GUCD1,83606,1,1
GUF1,60558,1,1
GULP1,51454,1,1
GUSB,2990,1,0
GUSBP11,91316,1,1
GYG2,8908,1,1
GYPA,2993,1,1
GYPC,2995,1,1
GZMA,3001,1,1
GZMB,3002,1,1
H1-10,8971,1,1
H1-2,3006,1,1
H1-5,3009,1,1
H1F0,14958,1,1
H2-AA,14960,1,1
H2-AB1,14961,1,1
H2AC20,8338,1,1
H2AC6,8334,1,1
H2BC5,3017,1,1
H2BC8,8339,1,1
H2-DMA,14998,1,1
H3C2,8358,1,1
H3C4,8351,1,1
H4C3,8364,1,1
HACD2,201562,1,1
HACL1,26061,1,1
HAL,3034,1,1
HAO2,51179,1,1
HAUS1,115106,1,1
HAUS3,79441,1,1
HAVCR2,84868,1,1
HBA1,3039,1,1
HBB,3043,1,1
HBG2,3048,1,1
HCFC1R1,54985,1,1
HCLS1,3059,1,1
HDAC1,3065,1,1
HDAC4,9759,1,1
HDAC7,51564,1,1
HDGF,3068,1,1
HDLBP,3069,1,1
HEATR1,55127,1,1
HEATR3,55027,1,1
HEATR6,63897,1,1
HEBP2,23593,1,1
HECTD1,25831,1,1
HECTD2,143279,1,1
HECTD4,283450,1,1
HELLS,3070,1,1
HELZ,9931,1,1
HEPH,9843,1,1
HERC2,8924,1,1
HERPUD1,9709,1,1
HES4,57801,1,1
HEY1,23462,1,1
HGS,9146,1,1
HIBCH,26275,1,1
HIGD1A,25994,1,1
HILPDA,29923,1,1
HINT3,135114,1,1
HIVEP2,3097,1,1
HLA-A,3105,1,1
HLA-B,3106,1,1
HLA-DQB1,3119,1,1
HLA-DRB1,3123,1,1
HLA-DRB4,3126,1,1
HLA-E,3133,1,1
HLCS,3141,1,1
HLF,3131,1,1
HLTF,6596,1,1
HMGA2,8091,1,1
HMGCL,3155,1,1
HMMR,3161,1,1
HMOX,100528875,1,1
HNF4A,3172,1,1
HNF4G,3174,1,1
HNMT,3176,1,1
HNRNPA0,10949,1,1
HNRNPDL,9987,1,1
HNRNPH1,3187,1,1
HNRNPH3,3189,1,1
HNRNPK,3190,1,1
HNRNPLL,92906,1,1
HOOK1,51361,1,1
HOOK2,29911,1,1
HOOK3,84376,1,1
HOXA3,3200,1,1
HOXA4,3201,1,1
HOXA5,3202,1,1
HOXB6,3216,1,1
HOXD1,3231,1,1
HP,3240,1,1
HPF1,54969,1,1
HPN,3249,1,1
HPR,3250,1,1
HPRT1,3251,1,1
HPS5,11234,1,1
HPSE,10855,1,1
HS1BP3,64342,1,1
HS2ST1,9653,1,1
HS3ST5,222537,1,1
HSD11B1,3290,1,1
HSD11B2,3291,1,1
HSD17B10,3028,1,1
HSD17B2,3294,1,1
HSD17B4,3295,1,1
HSD17B6,8630,1,1
HSD3B,111785,1,1
HSD3B2,3284,1,1
HSF2,3298,1,1
HSP27,39078,1,1
HSPA12A,259217,1,1
HSPA14,51182,1,1
HSPA1L,3305,1,1
HSPB9,94086,1,1
HSPBAP1,79663,1,1
HSPE1,3336,1,1
HSPG2,3339,1,1
HSPH1,10808,1,1
HTR2A,3356,1,1
HTRA2,27429,1,1
HYLS1,219844,1,1
IARS1,3376,1,1
IBTK,25998,1,1
ICAM3,3385,1,1
ICAM4,3386,1,1
ICE1,23379,1,1
ICE2,79664,1,1
ID1,3397,1,1
ID3,3399,1,1
IDH1,3417,1,1
IDH3B,3420,1,1
IER2,9592,1,1
IER5,51278,1,1
IER5L,389792,1,1
IFI27L1,122509,1,1
IFI30,10437,1,1
IFI44,10561,1,1
IFI6,2537,1,1
IFIH1,64135,1,1
IFIT1,3434,1,1
IFIT5,24138,1,1
IFNA1,3439,1,1
IFNA4,3441,1,1
IFNA6,3443,1,1
IFNAR1,3454,1,1
IFNB1,3456,1,1
IFNG1,405790,1,1
IFNGR2,3460,1,1
IFRD1,3475,1,1
IFT172,26160,1,1
IFT70B,150737,1,1
IFT80,57560,1,1
IGDCC3,9543,1,1
IGDCC4,57722,1,1
IGF2,3481,1,1
IGF2BP3,10643,1,1
IGFBP1,3484,1,1
IGFBP2,3485,1,1
IGFBP4,3487,1,1
IGFBP7,3490,1,1
IGKV13-84,692152,1,1
IGKV7-33,243461,1,1
IGSF1,3547,1,1
IHH,3549,1,1
IKBIP,121457,1,1
IKBKG,8517,1,1
IL10RB,3588,1,1
IL11,3589,1,1
IL13,3596,1,1
IL15,3600,1,1
IL17RB,55540,1,1
IL1R2,7850,1,1
IL1RAP,3556,1,1
IL20RB,53833,1,1
IL22RA1,58985,1,1
IL32,9235,1,1
IL4R,3566,1,1
IL7,3574,1,1
IMMP1L,196294,1,1
IMP3,55272,1,1
IMPA2,3613,1,1
IMPDH1,3614,1,1
IMPDH2,3615,1,1
INAFM1,255783,1,1
INHBB,3625,1,1
INHBE,83729,1,1
INKA2,55924,1,1
INO80,54617,1,1
INO80B,83444,1,1
INO80C,125476,1,1
INPP4A,3631,1,1
INPP5D,3635,1,1
INS2,16334,1,1
INSIG1,3638,1,1
INSIG2,51141,1,1
INTS13,55726,1,1
INTS8,55656,1,1
INTU,27152,1,1
IPO8,10526,1,1
IQCF1,132141,1,1
IQGAP2,10788,1,1
IRAG2,4033,1,1
IRAK1,3654,1,1
IRAK1BP1,134728,1,1
IRF2BP2,359948,1,1
IRF2BPL,64207,1,1
IRX3,79191,1,1
ISG15,9636,1,1
ISM2,145501,1,1
ISOC1,51015,1,1
ISX,91464,1,1
ISYNA1,51477,1,1
ITGA10,8515,1,1
ITGA2,3673,1,1
ITGA2B,3674,1,1
ITGA6,3655,1,1
ITGAM,3684,1,1
ITGAX,3687,1,1
ITGB2,3689,1,1
ITGB3BP,23421,1,1
ITIH1,3697,1,1
ITIH3,3699,1,1
ITPKA,3706,1,1
ITPKC,80271,1,1
ITPR2,3709,1,1
ITPR3,3710,1,1
ITPRIP,85450,1,1
ITPRIPL1,150771,1,1
ITSN1,6453,1,1
ITSN2,50618,1,1
IVNS1ABP,10625,1,1
JAG1,182,1,1
JAML,120425,1,1
JDP2,122953,1,1
JMY,133746,1,1
JPT2,90861,1,1
JUP,3728,1,1
KANK1,23189,1,1
KANK2,25959,1,1
KANK4,163782,1,1
KAT2B,8850,1,1
KAT5,10524,1,1
KAT8,84148,1,1
KATNAL1,84056,1,1
KATNBL1,79768,1,1
KATNIP,23247,1,1
KAZN,23254,1,1
KBTBD3,143879,1,1
KBTBD4,55709,1,1
KBTBD6,89890,1,1
KBTBD7,84078,1,1
KCNJ10,3766,1,1
KCNJ14,3770,1,1
KCTD13,253980,1,1
KCTD14,65987,1,1
KCTD6,200845,1,1
KDM1B,221656,1,1
KDM4A,9682,1,1
KDM5A,5927,1,1
KHDC4,22889,1,1
KHNYN,23351,1,1
KHSRP,8570,1,1
KIAA0753,9851,1,1
KIAA0930,23313,1,1
KIAA1217,56243,1,1
KIAA1522,57648,1,1
KIAA1586,57691,1,1
KIF11,3832,1,1
KIF14,9928,1,1
KIF18A,81930,1,1
KIF1B,23095,1,1
KIF20A,10112,1,1
KIF20B,9585,1,1
KIF21A,55605,1,1
KIF2A,3796,1,1
KIF3A,11127,1,1
KIF4A,24137,1,1
KIFC1,3833,1,1
KIFC2,90990,1,1
KIR2DL3,3804,1,1
KIR2DL4,3805,1,1
KIR2DS5,3810,1,1
KIR3DL3,115653,1,1
KITL,17311,1,1
KLC2,64837,1,1
KLF15,28999,1,1
KLF3,51274,1,1
KLF4,9314,1,1
KLF5,688,1,1
KLF6,1316,1,1
KLHDC2,23588,1,1
KLHL14,57565,1,1
KLHL2,11275,1,1
KLHL21,9903,1,1
KLHL28,54813,1,1
KLHL5,51088,1,1
KLHL7,55975,1,1
KLHL9,55958,1,1
KLK2,3817,1,1
KMT2D,8085,1,1
KNG1,3827,1,1
KNL1,57082,1,1
KPNA3,3839,1,1
KPNA4,3840,1,1
KRCC1,51315,1,1
KRIT1,889,1,1
KRT15,3866,1,1
KRT18,3875,1,1
KRT20,54474,1,1
KRT23,25984,1,1
KRT81,3887,1,1
KSR1,8844,1,1
KTI12,112970,1,1
KYAT3,56267,1,1
L3MBTL2,83746,1,1
LACTB,114294,1,1
LACTB2,51110,1,1
LAD1,3898,1,1
LAIR2,3904,1,1
LAMA1,284217,1,1
LAMB2,3913,1,1
LAMTOR1,55004,1,1
LAMTOR3,8649,1,1
LAP3,51056,1,1
LAPTM5,7805,1,1
LARP1,23367,1,1
LARP6,55323,1,1
LBH,81606,1,1
LBR,3930,1,1
LBX2-AS1,151534,1,1
LCN15,389812,1,1
LDAF1,57146,1,1
LDB2,9079,1,1
LDHB,3945,1,1
LEAP2,116842,1,1
LEFTY2,7044,1,1
LENG8,114823,1,1
LETM2,137994,1,1
LGALS2,3957,1,1
LGALS3,3958,1,1
LGALS3BP,3959,1,1
LGALS8,3964,1,1
LGR4,55366,1,1
LGSN,51557,1,1
LIFR,3977,1,1
LIM2,3982,1,1
LIMA1,51474,1,1
LIN28B,389421,1,1
LINC00261,140828,1,1
LINC00526,147525,1,1
LINC01558,26238,1,1
LIPA,3988,1,1
LIPC,3990,1,1
LIPE,3991,1,1
LIPG,9388,1,1
LIPH,200879,1,1
LIPT1,51601,1,1
LMAN1,3998,1,1
LMBRD1,55788,1,1
LMCD1,29995,1,1
LMO7,4008,1,1
LNP1,348801,1,1
LNPEP,4012,1,1
LNX2,222484,1,1
LONRF1,91694,1,1
LOX,4015,1,1
LPAR3,23566,1,1
LPAR5,57121,1,1
LPAR6,10161,1,1
LPGAT1,9926,1,1
LPO,4025,1,1
LPXN,9404,1,1
LRCH1,23143,1,1
LRG1,116844,1,1
LRIG1,26018,1,1
LRIG3,121227,1,1
LRP10,26020,1,1
LRP5L,91355,1,1
LRRC17,10234,1,1
LRRC37A3,374819,1,1
LRRC41,10489,1,1
LRRC8D,55144,1,1
LRRFIP1,9208,1,1
LRRIQ3,127255,1,1
LSM4,25804,1,1
LSMD1,100195932,1,1
LSMEM1,286006,1,1
LSR,51599,1,1
LSS,4047,1,1
LTB4R,1241,1,1
LUZP1,7798,1,1
LY96,23643,1,1
LYPLAL1,127018,1,1
LYSMD2,256586,1,1
LZTR1,8216,1,1
MACROD1,28992,1,1
MAD2L1,4085,1,1
MAFG,4097,1,1
MAGED1,9500,1,1
MAGI2,9863,1,1
MAGI3,260425,1,1
MAL2,114569,1,1
MALAT1,378938,1,1
MALSU1,115416,1,1
MAN1A1,4121,1,1
MAN1A2,10905,1,1
MAN2C1,4123,1,1
MANEA,79694,1,1
MANSC1,54682,1,1
MAP1B,4131,1,1
MAP2K2,5605,1,1
MAP2K3,5606,1,1
MAP3K12,7786,1,1
MAP3K13,9175,1,1
MAP3K14,9020,1,1
MAP3K2,10746,1,1
MAP3K3,4215,1,1
MAP3K8,1326,1,1
MAP3K9,4293,1,1
MAP4,4134,1,1
MAP4K1,11184,1,1
MAP4K4,9448,1,1
MAP7D1,55700,1,1
MAPK11,5600,1,1
MAPK8IP2,23542,1,1
MAPKAPK2,9261,1,1
MAPKBP1,23005,1,1
MARCHF3,115123,1,1
MARK2,2011,1,1
MARS2,92935,1,1
MASP2,10747,1,1
MAST2,23139,1,1
MASTL,84930,1,1
MAT2A,4144,1,1
MATCAP1,653319,1,1
MAZ,4150,1,1
MBD6,114785,1,1
MBIP,51562,1,1
MBLAC2,153364,1,1
MBNL2,10150,1,1
MBNL3,55796,1,1
MC1R,4157,1,1
MCM10,55388,1,1
MCM3,4172,1,1
MCM3AP,8888,1,1
MCM7,4176,1,1
MCTS1,28985,1,1
MCUB,55013,1,1
MDC1,9656,1,1
MDH1,4190,1,1
MDK,4192,1,1
MDM1,56890,1,1
MDN1,23195,1,1
ME1,4199,1,1
ME2,4200,1,1
MED1,5469,1,1
MED10,84246,1,1
MED13,9969,1,1
MED21,9412,1,1
MED24,9862,1,1
MED30,90390,1,1
MED7,9443,1,1
MEGF6,1953,1,1
MEGF8,1954,1,1
MEIS1,4211,1,1
MEIS2,4212,1,1
MEN1,4221,1,1
MEP1A,4224,1,1
MEPCE,56257,1,1
METRNL,284207,1,1
METTL13,51603,1,1
METTL18,92342,1,1
METTL21A,151194,1,1
METTL25B,51093,1,1
METTL5,29081,1,1
MFHAS1,9258,1,1
MFN1,55669,1,1
MFSD10,10227,1,1
MFSD11,79157,1,1
MFSD8,256471,1,1
MGA,23269,1,1
MGAT5,4249,1,1
MGP,4256,1,1
MGST2,4258,1,1
MIA2,4253,1,1
MIB2,142678,1,1
MICAL1,64780,1,1
MICAL3,57553,1,1
MICALL1,85377,1,1
MICALL2,79778,1,1
MICB,4277,1,1
MIDN,90007,1,1
MIF,4282,1,1
MIOS,54468,1,1
MIPOL1,145282,1,1
MIR1,100314077,1,1
MIR101A,387143,1,1
MIR10A,406902,1,1
MIR125B1,406911,1,1
MIR132,406921,1,1
MIR133B,442890,1,1
MIR181C,406957,1,1
MIR185,406961,1,1
MIR1915HG,399726,1,1
MIR192,406967,1,1
MIR205,406988,1,1
MIR206,406989,1,1
MIR20B,574032,1,1
MIR212,406994,1,1
MIR214,406996,1,1
MIR216A,406998,1,1
MIR22HG,84981,1,1
MIR25,407014,1,1
MIR27B,407019,1,1
MIR298,100126296,1,1
MIR29C,407026,1,1
MIR301A,407027,1,1
MIR324,442898,1,1
MIR33,723897,1,1
MIR33A,407039,1,1
MIR342,442909,1,1
MIR351,723910,1,1
MIR362,574030,1,1
MIR411,693121,1,1
MIR424,494336,1,1
MIR4271,100422952,1,1
MIR450A1,554214,1,1
MIR484,619553,1,1
MIR491,574444,1,1
MIR503,574506,1,1
MIR505,574508,1,1
MIR652,724022,1,1
MIR667,751552,1,1
MIR687,751541,1,1
MIR760,100126348,1,1
MIRLET7B,406884,1,1
MIRLET7E,406887,1,1
MISP,126353,1,1
MITD1,129531,1,1
MIXL1,83881,1,1
MKNK1,8569,1,1
MLH1,4292,1,1
MLLT3,4300,1,1
MLPH,79083,1,1
MMAB,326625,1,1
MMP11,4320,1,1
MMP12,4321,1,1
MN1,4330,1,1
MNS1,55329,1,1
MOB1B,92597,1,1
MOCOS,55034,1,1
MOCS2,4338,1,1
MOD2,110357,1,1
MOGAT1,116255,1,1
MOGAT2,80168,1,1
MORC4,79710,1,1
MORN2,729967,1,1
MOS,4342,1,1
MPC1,51660,1,1
MPC2,25874,1,1
MPDZ,8777,1,1
MPHOSPH9,10198,1,1
MPP7,143098,1,1
MPRIP,23164,1,1
MPZ,4359,1,1
MPZL1,9019,1,1
MR1,3140,1,1
MRE11,4361,1,1
MRE11A,17535,1,1
MRGPRX3,117195,1,1
MRI1,84245,1,1
MROH1,727957,1,1
MROH8,140699,1,1
MRPL12,6182,1,1
MRPL13,28998,1,1
MRPL20,55052,1,1
MRPL22,29093,1,1
MRPL23,6150,1,1
MRPL39,54148,1,1
MRPL47,57129,1,1
MRPL49,740,1,1
MRPL50,54534,1,1
MRPS22,56945,1,1
MRPS31,10240,1,1
MRPS6,64968,1,1
MRTFB,57496,1,1
MSANTD1,345222,1,1
MSANTD3,91283,1,1
MSH5,4439,1,1
MSH6,2956,1,1
MSMO1,6307,1,1
MSN,4478,1,1
MSR1,4481,1,1
MST1,4485,1,1
MST1L,11223,1,1
MSTNA,445816,1,1
MT1A,4489,1,1
MT1G,4495,1,1
MT1M,4499,1,1
MT1X,4501,1,1
MT2,17750,1,1
MT3,4504,1,1
MTA1,9112,1,1
MTARC1,64757,1,1
MTERF2,80298,1,1
MTERF3,51001,1,1
MTFR2,113115,1,1
MTHFD2L,441024,1,1
MTIF2,4528,1,1
MTIF3,219402,1,1
MTMR12,54545,1,1
MTMR4,9110,1,1
MTMR6,9107,1,1
MTMR9,66036,1,1
MTR,4548,1,1
MTREX,23517,1,1
MTSS1,9788,1,1
MUC13,56667,1,1
MUC15,143662,1,1
MUC2,4583,1,1
MUC5AC,4586,1,1
MUG1,17836,1,1
MUG2,17837,1,1
MUTYH,4595,1,1
MVD,4597,1,1
MVP,9961,1,1
MXD1,4084,1,1
MXI1,4601,1,1
MYB,4602,1,1
MYBL1,4603,1,1
MYBL2,4605,1,1
MYCBP2,23077,1,1
MYH11,4629,1,1
MYH9,4627,1,1
MYL12A,10627,1,1
MYL2,4633,1,1
MYL5,4636,1,1
MYLIP,29116,1,1
MYLK,4638,1,1
MYO1A,4640,1,1
MYO1B,4430,1,1
MYO5A,4644,1,1
MYO5C,55930,1,1
MYO6,4646,1,1
MYO7A,4647,1,1
MYOD1,4654,1,1
MYOF,26509,1,1
MYOM2,9172,1,1
MYSM1,114803,1,1
N4BP2L1,90634,1,1
N4BP2L2,10443,1,1
N6AMT1,29104,1,1
NAA80,24142,1,1
NAALAD2,10003,1,1
NABP1,64859,1,1
NACA,4666,1,1
NACC2,138151,1,1
NADK,65220,1,1
NADK2,133686,1,1
NAGLU,4669,1,1
NAGS,162417,1,1
NAP1L4,4676,1,1
NAP1L5,266812,1,1
NAPB,63908,1,1
NAPEPLD,222236,1,1
NAT14,57106,1,1
NAT2,10,1,1
NAT8,9027,1,1
NAT9,26151,1,1
NBEA,26960,1,1
NBN,4683,1,1
NCAPG2,54892,1,1
NCAPH2,29781,1,1
NCEH1,57552,1,1
NCF4,4689,1,1
NCKAP1,10787,1,1
NCKIPSD,51517,1,1
NCOA1,8648,1,1
NCOA2,10499,1,1
NCOA4,8031,1,1
NCOR1,9611,1,1
ND1,4535,1,1
ND3,4537,1,1
NDFIP2,54602,1,1
NDRG1,10397,1,1
NDRG2,57447,1,1
NDUFA3,4696,1,1
NDUFA4,4697,1,1
NDUFS3,4722,1,1
NECTIN4,81607,1,1
NEDD1,121441,1,1
NEDD4L,23327,1,1
NEDD8,4738,1,1
NEDD9,4739,1,1
NEFM,4741,1,1
NEK1,4750,1,1
NEK2,4751,1,1
NEK4,6787,1,1
NELFE,7936,1,1
NEMP1,23306,1,1
NET1,10276,1,1
NETO2,81831,1,1
NEXN,91624,1,1
NEXN-AS1,374987,1,1
NF1,4763,1,1
NFATC2,4773,1,1
NFATC2IP,84901,1,1
NFATC4,4776,1,1
NFE2L3,9603,1,1
NFIC,4782,1,1
NFIL3,4783,1,1
NFKB2,4791,1,1
NFRKB,4798,1,1
NFYA,4800,1,1
NGEF,25791,1,1
NGLY1,55768,1,1
NHERF1,9368,1,1
NICOL1,401115,1,1
NIF3L1,60491,1,1
NIFK,84365,1,1
NIN,51199,1,1
NINJ2,4815,1,1
NIPBL,25836,1,1
NIPSNAP3A,25934,1,1
NIT2,56954,1,1
NKAIN1,79570,1,1
NKD2,85409,1,1
NKIRAS1,28512,1,1
NKIRAS2,28511,1,1
NLE1,54475,1,1
NLK,51701,1,1
NMB,4828,1,1
NMD3,51068,1,1
NME1,4830,1,1
NME6,10201,1,1
NME7,29922,1,1
NMI,9111,1,1
NMUR1,10316,1,1
NOL12,79159,1,1
NONO,4841,1,1
NOP9,161424,1,1
NOS2A,404036,1,1
NOTCH4,4855,1,1
NPAS2,4862,1,1
NPBWR1,2831,1,1
NPFFR2,10886,1,1
NPM3,10360,1,1
NPR3,4883,1,1
NPY5R,4889,1,1
NR1D1,9572,1,1
NR1H4,9971,1,1
NR2C1,7181,1,1
NR2C2,7182,1,1
NR2F2,7026,1,1
NR3C2,4306,1,1
NR4A3,8013,1,1
NREP,9315,1,1
NSD2,7468,1,1
NSF,4905,1,1
NSFL1C,55968,1,1
NSG1,27065,1,1
NSMF,26012,1,1
NSRP1,84081,1,1
NSUN6,221078,1,1
NTAN1,123803,1,1
NTN4,59277,1,1
NTS,4922,1,1
NUAK1,9891,1,1
NUAK2,81788,1,1
NUBPL,80224,1,1
NUCB1,4924,1,1
NUCB2,4925,1,1
NUDC,10726,1,1
NUDCD2,134492,1,1
NUDT1,4521,1,1
NUDT14,256281,1,1
NUDT9,53343,1,1
NUF2,83540,1,1
NUFIP2,57532,1,1
NUP153,9972,1,1
NUP188,23511,1,1
NUP210,23225,1,1
NUP214,8021,1,1
NUP35,129401,1,1
NUP50,10762,1,1
NUP62CL,54830,1,1
NUP85,79902,1,1
NUP88,4927,1,1
NUPR1,26471,1,1
NUSAP1,51203,1,1
OAF,220323,1,1
OARD1,221443,1,1
OAS1,4938,1,1
OAS3,4940,1,1
ODAM,54959,1,1
OGA,10724,1,1
OGFOD2,79676,1,1
OGFRL1,79627,1,1
OIP5,11339,1,1
OLFML1,283298,1,1
OLFML3,56944,1,1
OMG,4974,1,1
ONECUT1,3175,1,1
ONECUT2,9480,1,1
OPA1,4976,1,1
OPTN,10133,1,1
OR52X1,259072,1,1
OR9S15,258483,1,1
ORC1,4998,1,1
ORC6,23594,1,1
ORM1,5004,1,1
ORM2,5005,1,1
ORMDL2,29095,1,1
OSBPL10,114884,1,1
OSBPL11,114885,1,1
OSGEPL1,64172,1,1
OSGIN1,29948,1,1
OSGIN2,734,1,1
OSR2,116039,1,1
OSTF1,26578,1,1
OSTM1,28962,1,1
OTOS,150677,1,1
OTUB2,78990,1,1
OTUD5,55593,1,1
OTUD6B,51633,1,1
OTX2,5015,1,1
OXNAD1,92106,1,1
OXR1,55074,1,1
OXTR,5021,1,1
P2RX2,22953,1,1
P2RX3,5024,1,1
P2RY11,5032,1,1
P2RY2,5029,1,1
P2RY5,100196098,1,1
P2RY6,5031,1,1
P3H4,10609,1,1
P4HA1,5033,1,1
P4HB,5034,1,1
PABIR1,116224,1,1
PABIR2,159090,1,1
PABPC1L,80336,1,1
PAEP,5047,1,1
PAFAH1B1,5048,1,1
PAH,5053,1,1
PAK1,5058,1,1
PALLD,23022,1,1
PALMD,54873,1,1
PALS1,64398,1,1
PALS2,51678,1,1
PANK1,53354,1,1
PANK2,80025,1,1
PAQR3,152559,1,1
PAQR5,54852,1,1
PAQR8,85315,1,1
PAQR9,344838,1,1
PARD3,56288,1,1
PARG,8505,1,1
PARP,3355109,1,1
PARP12,64761,1,1
PARPBP,55010,1,1
PART1,25859,1,1
PASK,23178,1,1
PATZ1,23598,1,1
PAX8,7849,1,1
PBDC1,51260,1,1
PBK,55872,1,1
PBRM1,55193,1,1
PBX3,5090,1,1
PCBP2,5094,1,1
PCCA,5095,1,1
PCDHB2,56133,1,1
PCF11,51585,1,1
PCGF6,84108,1,1
PCNX3,399909,1,1
PCNX4,64430,1,1
PCOLCE2,26577,1,1
PCSK5,5125,1,1
PCSK9,255738,1,1
PCYT1A,5130,1,1
PDE12,201626,1,1
PDE4C,5143,1,1
PDE4D,5144,1,0
PDGFC,56034,1,1
PDGFRA,5156,1,1
PDGFRL,5157,1,1
PDIA3,2923,1,1
PDIK1L,149420,1,1
PDK1,5163,1,1
PDK3,5165,1,1
PDLIM7,9260,1,1
PDP1,54704,1,1
PDP2,57546,1,1
PDSS2,57107,1,1
PDX1,3651,1,1
PEA15,8682,1,1
PEAR1,375033,1,1
PEBP1,5037,1,1
PECR,55825,1,1
PEG10,23089,1,1
PELI3,246330,1,1
PELO,53918,1,1
PER2,8864,1,1
PERP,64065,1,1
PEX13,5194,1,1
PEX14,5195,1,1
PEX16,9409,1,1
PEX19,5824,1,1
PEX2,5828,1,1
PEX3,8504,1,1
PEX6,5190,1,1
PFKFB4,5210,1,1
PGA3,643834,1,1
PGAM1A,323107,1,1
PGAP1,80055,1,1
PGBD1,84547,1,1
PGBD3,267004,1,1
PGC,5225,1,1
PGD,5226,1,1
PGF,5228,1,1
PGM1,5236,1,1
PGM2,55276,1,1
PGM2L1,283209,1,1
PGR,5241,1,1
PGRMC1,10857,1,1
PGS1,9489,1,1
PHACTR2,9749,1,1
PHACTR4,65979,1,1
PHAX,51808,1,1
PHF10,55274,1,1
PHF14,9678,1,1
PHF3,23469,1,1
PHKB,5257,1,1
PHLDA3,23612,1,1
PHLDB1,23187,1,1
PHLDB2,90102,1,1
PHOSPHO2,493911,1,1
PHRF1,57661,1,1
PHTF1,10745,1,1
PHTF2,57157,1,1
PHYHD1,254295,1,1
PHYHIPL,84457,1,1
PIEZO2,63895,1,1
PIF1,80119,1,1
PIGN,23556,1,1
PIGZ,80235,1,1
PIK3AP1,118788,1,1
PIK3C2A,5286,1,1
PIK3C2B,5287,1,1
PIK3C3,5289,1,1
PIK3CD,5293,1,0
PIK3R3,8503,1,1
PILRB,29990,1,1
PIMREG,54478,1,1
PIN1,5300,1,1
PIP5K1B,8395,1,1
PIPOX,51268,1,1
PIR,8544,1,1
PIT54,395364,1,1
PITHD1,57095,1,1
PITPNC1,26207,1,1
PITPNM1,9600,1,1
PITX2,5308,1,1
PJA2,9867,1,1
PKDCC,91461,1,1
PKMYT1,9088,1,1
PKN1,5585,1,1
PKN2,5586,1,1
PLA2G12B,84647,1,1
PLA2G7,7941,1,1
PLAC8L1,153770,1,1
PLAG1,5324,1,1
PLAGL1,5325,1,1
PLCB1,23236,1,1
PLCB2,5330,1,1
PLCD3,113026,1,1
PLCE1,51196,1,1
PLCG1,5335,1,1
PLCG2,5336,1,1
PLCXD1,55344,1,1
PLD3,23646,1,1
PLEK,5341,1,1
PLEKHA2,59339,1,1
PLEKHA5,54477,1,1
PLEKHA6,22874,1,1
PLEKHG2,64857,1,1
PLEKHG4,25894,1,1
PLEKHH1,57475,1,1
PLEKHM1,9842,1,1
PLEKHO1,51177,1,1
PLGRKT,55848,1,1
PLIN1,5346,1,1
PLK,45915,1,1
PLK2,10769,1,1
PLK3,1263,1,1
PLOD2,5352,1,1
PLOD3,8985,1,1
PLP1,5354,1,1
PLPBP,11212,1,1
PLPPR1,54886,1,1
PLS1,5357,1,1
PLSCR1,5359,1,1
PLSCR4,57088,1,1
PLTP,5360,1,1
PLXNA3,55558,1,1
PLXNB2,23654,1,1
PLXNC1,10154,1,1
PMAIP1,5366,1,1
PMP22,5376,1,1
PNISR,25957,1,1
PNMA1,9240,1,1
PNMA6A,84968,1,1
PNP,4860,1,1
PNPLA2,57104,1,1
PNPLA5,150379,1,1
POC1A,25886,1,1
POGLUT2,79070,1,1
POGLUT3,143888,1,1
POGZ,23126,1,1
POLA1,5422,1,1
POLD2,5425,1,1
POLD4,57804,1,1
POLDIP2,26073,1,1
POLE,5426,1,1
POLE2,5427,1,1
POLQ,10721,1,1
POLR1D,51082,1,1
POLR1F,221830,1,1
POLR1G,10849,1,1
POLR1H,30834,1,1
POLR2A,5430,1,1
POLR2C,5432,1,1
POLR3B,55703,1,1
